Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Churn,Churn_Probability
12417.0,46,11,3148.31,3,5,5,355,Loyal,0,0.0011
12418.0,49,3,1352.62,3,3,4,334,Loyal,0,0.0926
12419.0,21,2,503.01,4,2,3,423,Potential,0,0.2435
12421.0,51,2,291.56,3,2,2,322,Potential,0,0.397
12422.0,30,14,4428.24,4,5,5,455,Champion,0,0.0192
12423.0,23,2,763.08,4,2,3,423,Potential,0,0.3462
12424.0,58,2,1579.07,3,2,4,324,Potential,0,0.2843
12425.0,84,1,964.21,2,1,3,213,At Risk,0,0.3512
12426.0,298,1,762.48,1,1,3,113,Lost,1,0.4858
12427.0,7,1,303.5,5,1,2,512,Potential,0,0.4817
12429.0,1,5,3735.51,5,4,5,545,Champion,0,0.019
12431.0,9,13,4370.52,5,5,5,555,Champion,0,0.2085
12433.0,2,5,7205.39,5,4,5,545,Champion,0,0.5874
12434.0,17,1,297.29,4,1,2,412,Potential,0,0.4622
12435.0,32,4,6096.04,4,4,5,445,Champion,0,0.2838
12437.0,31,21,7731.99,4,5,5,455,Champion,0,0.0043
12439.0,318,2,1142.88,1,2,4,124,Lost,1,0.4985
12440.0,98,2,859.2,2,2,3,223,At Risk,1,0.1536
12441.0,2,1,173.55,5,1,1,511,Potential,0,0.5711
12443.0,368,1,485.31,1,1,2,112,Lost,1,0.6353
12445.0,56,1,301.58,3,1,2,312,Potential,0,0.4817
12449.0,46,2,768.6,3,2,3,323,Potential,0,0.3462
12450.0,35,3,490.32,4,3,2,432,Loyal,0,0.22
12451.0,99,3,3634.36,2,3,5,235,At Risk,1,0.4154
12454.0,31,4,13151.44,4,4,5,445,Champion,0,0.0318
12455.0,81,4,3413.09,2,4,5,245,At Risk,0,0.0184
12457.0,71,1,632.68,3,1,3,313,Potential,0,0.5157
12458.0,63,2,830.09,3,2,3,323,Potential,0,0.1652
12459.0,241,1,454.36,1,1,2,112,Lost,1,0.4311
12460.0,92,1,326.65,2,1,2,212,At Risk,1,0.3957
12466.0,318,1,56.73,1,1,1,111,Lost,1,0.4701
12467.0,59,1,132.8,3,1,1,311,Potential,0,0.6718
12468.0,162,3,2941.2,2,3,5,235,At Risk,1,0.362
12469.0,158,2,3070.54,2,2,5,225,At Risk,1,0.5045
12470.0,325,1,211.95,1,1,1,111,Lost,1,0.5196
12471.0,10,49,20129.54,5,5,5,555,Champion,0,0.0192
12472.0,5,13,11308.48,5,5,5,555,Champion,0,0.0007
12474.0,14,13,5048.66,5,5,5,555,Champion,0,0.0392
12475.0,45,1,426.26,3,1,2,312,Potential,0,0.5097
12476.0,32,12,7267.49,4,5,5,455,Champion,0,0.0009
12477.0,35,3,7056.63,4,3,5,435,Loyal,0,0.148
12480.0,35,3,2183.22,4,3,5,435,Loyal,0,0.1089
12481.0,1,6,6765.07,5,4,5,545,Champion,0,0.0022
12482.0,212,29,23691.4,1,5,5,155,Lost,1,0.0088
12483.0,14,11,2612.2,5,5,5,555,Champion,0,0.0025
12484.0,119,6,1826.78,2,4,4,244,At Risk,1,0.2029
12485.0,165,1,708.1,2,1,3,213,At Risk,1,0.747
12486.0,67,1,1037.28,3,1,4,314,Potential,0,0.3773
12487.0,366,1,285.3,1,1,2,112,Lost,1,0.6316
12490.0,14,11,4405.71,5,5,5,555,Champion,0,0.0268
12492.0,39,1,452.0,3,1,2,312,Potential,0,0.4311
12494.0,1,3,626.77,5,3,3,533,Loyal,0,0.3211
12495.0,276,1,357.4,1,1,2,112,Lost,1,0.5848
12496.0,256,2,45.34,1,2,1,121,Lost,1,0.8433
12497.0,36,2,5205.4,4,2,5,425,Potential,0,0.0966
12499.0,196,1,393.72,1,1,2,112,Lost,1,0.5977
12500.0,71,8,1697.39,3,5,4,354,Loyal,0,0.1362
12503.0,220,1,1126.0,1,1,4,114,Lost,1,0.2562
12504.0,53,2,297.0,3,2,2,322,Potential,0,0.3307
12505.0,44,1,955.2,3,1,3,313,Potential,0,0.3512
12507.0,220,1,539.25,1,1,3,113,Lost,1,0.4416
12510.0,95,7,4195.45,2,5,5,255,At Risk,1,0.1544
12511.0,64,1,3084.02,3,1,5,315,Potential,0,0.4066
12514.0,277,1,580.08,1,1,3,113,Lost,1,0.69
12516.0,66,2,1336.56,3,2,4,324,Potential,0,0.0798
12519.0,112,1,385.7,2,1,2,212,At Risk,1,0.8389
12523.0,10,12,2562.58,5,5,5,555,Champion,0,0.0007
12524.0,24,9,6640.39,4,5,5,455,Champion,0,0.0082
12525.0,134,3,973.73,2,3,3,233,At Risk,1,0.2634
12527.0,130,2,386.8,2,2,2,222,At Risk,1,0.522
12529.0,164,1,316.48,2,1,2,212,At Risk,1,0.484
12530.0,51,5,2096.98,3,4,4,344,Loyal,0,0.0473
12531.0,322,1,1807.98,1,1,4,114,Lost,1,0.912
12533.0,263,2,1367.89,1,2,4,124,Lost,1,0.3167
12537.0,44,1,732.94,3,1,3,313,Potential,0,0.4526
12538.0,14,1,276.5,5,1,2,512,Potential,0,0.5125
12539.0,86,3,5646.4,2,3,5,235,At Risk,0,0.3626
12540.0,14,16,8854.25,5,5,5,555,Champion,0,0.0007
12542.0,120,2,481.88,2,2,2,222,At Risk,1,0.5736
12543.0,84,1,980.25,2,1,3,213,At Risk,0,0.5117
12547.0,136,1,175.78,2,1,1,211,At Risk,1,0.5711
12549.0,211,6,1575.68,1,4,4,144,Lost,1,0.204
12553.0,21,2,916.47,4,2,3,423,Potential,0,0.3227
12554.0,84,1,468.5,2,1,2,212,At Risk,0,0.303
12555.0,318,1,129.23,1,1,1,111,Lost,1,0.8276
12557.0,7,4,6725.18,5,4,5,545,Champion,0,0.1188
12562.0,21,2,1185.18,4,2,4,424,Potential,0,0.3674
12563.0,44,1,249.24,3,1,1,311,Potential,0,0.483
12567.0,3,7,4308.58,5,5,5,555,Champion,0,0.0428
12568.0,280,1,70.0,1,1,1,111,Lost,1,0.346
12570.0,318,1,77.52,1,1,1,111,Lost,1,0.5837
12573.0,17,4,556.87,4,4,3,443,Champion,0,0.2211
12575.0,93,2,622.82,2,2,3,223,At Risk,1,0.3326
12576.0,28,3,826.89,4,3,3,433,Loyal,0,0.3453
12577.0,17,5,990.5,4,4,4,444,Champion,0,0.0944
12578.0,21,2,1847.94,4,2,4,424,Potential,0,0.4181
12580.0,212,1,637.2,1,1,3,113,Lost,1,0.5157
12582.0,58,2,1469.04,3,2,4,324,Potential,0,0.3321
12583.0,9,13,7166.06,5,5,5,555,Champion,0,0.0027
12586.0,10,3,1865.73,5,3,4,534,Loyal,0,0.0688
12588.0,35,3,743.88,4,3,3,433,Loyal,0,0.2856
12589.0,57,6,4048.98,3,4,5,345,Loyal,0,0.0438
12591.0,26,2,886.1,4,2,3,423,Potential,0,0.1221
12592.0,155,3,2145.06,2,3,5,235,At Risk,1,0.511
12594.0,14,5,1751.89,5,4,4,544,Champion,0,0.0634
12595.0,140,1,299.02,2,1,2,212,At Risk,1,0.4622
12598.0,99,3,1511.01,2,3,4,234,At Risk,1,0.5442
12599.0,17,6,1264.14,4,4,4,444,Champion,0,0.0192
12600.0,7,12,2444.88,5,5,5,555,Champion,0,0.0007
12601.0,40,1,104.2,3,1,1,311,Potential,0,0.6141
12605.0,12,4,1232.95,5,4,4,544,Champion,0,0.1477
12606.0,318,1,21.0,1,1,1,111,Lost,1,0.8372
12608.0,40,1,415.79,3,1,2,312,Potential,0,0.387
12609.0,10,6,2309.01,5,4,5,545,Champion,0,0.2558
12613.0,24,5,3472.99,4,4,5,445,Champion,0,0.0097
12615.0,49,4,3449.79,3,4,5,345,Loyal,0,0.0184
12616.0,24,1,417.8,4,1,2,412,Potential,0,0.387
12619.0,196,1,140.14,1,1,1,111,Lost,1,0.6243
12621.0,1,16,11086.14,5,5,5,555,Champion,0,0.0003
12623.0,52,6,3442.74,3,4,5,345,Loyal,0,0.0023
12625.0,145,2,2481.06,2,2,5,225,At Risk,1,0.7267
12629.0,21,2,1558.22,4,2,4,424,Potential,0,0.1754
12631.0,92,5,2841.07,2,4,5,245,At Risk,1,0.1308
12632.0,156,2,804.88,2,2,3,223,At Risk,1,0.5259
12633.0,18,3,3514.18,4,3,5,435,Loyal,0,0.1419
12634.0,171,2,490.0,2,2,2,222,At Risk,1,0.1919
12635.0,28,2,1241.23,4,2,4,424,Potential,0,0.4907
12636.0,374,1,141.0,1,1,1,111,Lost,1,0.553
12637.0,14,4,2280.91,5,4,5,545,Champion,0,0.1756
12638.0,275,1,249.8,1,1,1,111,Lost,1,0.483
12639.0,70,2,826.27,3,2,3,323,Potential,0,0.3634
12643.0,21,6,4960.18,4,4,5,445,Champion,0,0.0025
12644.0,66,3,1440.58,3,3,4,334,Loyal,0,0.5781
12645.0,45,4,1764.12,3,4,4,344,Loyal,0,0.1316
12647.0,3,27,14201.53,5,5,5,555,Champion,0,0.0131
12648.0,73,3,793.95,2,3,3,233,At Risk,0,0.4402
12649.0,18,5,1671.14,4,4,4,444,Champion,0,0.3768
12651.0,14,3,263.75,5,3,2,532,Loyal,0,0.3411
12652.0,70,1,97.05,3,1,1,311,Potential,0,0.6127
12653.0,162,1,1950.98,2,1,4,214,At Risk,1,0.7669
12655.0,59,1,261.35,3,1,2,312,Potential,0,0.3519
12656.0,61,3,2356.66,3,3,5,335,Loyal,0,0.2588
12661.0,72,1,162.0,2,1,1,211,At Risk,0,0.6393
12662.0,9,10,3138.24,5,5,5,555,Champion,0,0.0019
12663.0,260,2,239.4,1,2,1,121,Lost,1,0.4014
12664.0,150,2,1188.16,2,2,4,224,At Risk,1,0.3674
12665.0,53,2,250.6,3,2,1,321,Potential,0,0.3144
12666.0,30,1,1248.42,4,1,4,414,Potential,0,0.6382
12668.0,14,6,7575.88,5,4,5,545,Champion,0,0.1035
12670.0,21,2,764.24,4,2,3,423,Potential,0,0.3462
12671.0,242,1,2622.48,1,1,5,115,Lost,1,0.3417
12672.0,231,1,211.15,1,1,1,111,Lost,1,0.5196
12673.0,37,1,619.5,3,1,3,313,Potential,0,0.5157
12675.0,189,2,957.25,1,2,3,123,Lost,1,0.242
12676.0,44,5,1511.7,3,4,4,344,Loyal,0,0.1529
12677.0,191,2,395.1,1,2,2,122,Lost,1,0.4319
12678.0,11,9,16652.72,5,5,5,555,Champion,0,0.0075
12681.0,3,24,17080.74,5,5,5,555,Champion,0,0.0131
12682.0,1,23,11745.69,5,5,5,555,Champion,0,0.0006
12683.0,1,8,4220.21,5,5,5,555,Champion,0,0.4667
12686.0,7,1,89.14,5,1,1,511,Potential,0,0.5734
12687.0,116,2,2138.91,2,2,4,224,At Risk,1,0.5655
12691.0,56,1,134.6,3,1,1,311,Potential,0,0.6718
12692.0,273,1,110.95,1,1,1,111,Lost,1,0.6141
12693.0,32,3,847.11,4,3,3,433,Loyal,0,0.2144
12694.0,57,1,973.68,3,1,3,313,Potential,0,0.4456
12695.0,164,3,825.02,2,3,3,233,At Risk,1,0.3453
12696.0,70,2,851.91,3,2,3,323,Potential,0,0.1536
12698.0,226,1,339.75,1,1,2,112,Lost,1,0.5131
12699.0,53,1,638.11,3,1,3,313,Potential,0,0.3633
12701.0,165,4,1648.7,2,4,4,244,At Risk,1,0.5885
12703.0,269,3,722.98,1,3,3,133,Lost,1,0.2992
12705.0,19,5,4893.81,4,4,5,445,Champion,0,0.0094
12708.0,4,9,2601.19,5,5,5,555,Champion,0,0.0037
12709.0,2,20,21107.94,5,5,5,555,Champion,0,0.0088
12711.0,247,2,1339.05,1,2,4,124,Lost,1,0.0798
12712.0,1,10,2797.53,5,5,5,555,Champion,0,0.009
12714.0,24,7,9384.85,4,5,5,455,Champion,0,0.0446
12717.0,226,1,277.93,1,1,2,112,Lost,1,0.5125
12720.0,5,6,2478.94,5,4,5,545,Champion,0,0.0077
12721.0,21,2,1356.95,4,2,4,424,Potential,0,0.1529
12724.0,19,3,1286.11,4,3,4,434,Loyal,0,0.1302
12725.0,7,4,2266.76,5,4,5,545,Champion,0,0.1185
12726.0,23,4,1405.5,4,4,4,444,Champion,0,0.1796
12727.0,78,3,1698.83,2,3,4,234,At Risk,0,0.1305
12728.0,19,1,233.84,4,1,1,411,Potential,0,0.4841
12730.0,157,1,829.25,2,1,3,213,At Risk,1,0.5023
12731.0,78,5,6879.8,2,4,5,245,At Risk,0,0.5874
12733.0,25,3,2040.92,4,3,4,434,Loyal,0,0.1106
12734.0,10,2,529.25,5,2,3,523,Potential,0,0.1207
12737.0,134,2,3710.5,2,2,5,225,At Risk,1,0.6431
12738.0,8,1,155.35,5,1,1,511,Potential,0,0.6612
12739.0,21,2,1713.69,4,2,4,424,Potential,0,0.158
12741.0,165,2,406.07,2,2,2,222,At Risk,1,0.4348
12742.0,261,1,1201.52,1,1,4,114,Lost,1,0.6322
12744.0,95,4,4037.77,2,4,5,245,At Risk,1,0.8451
12745.0,122,3,925.41,2,3,3,233,At Risk,1,0.4064
12746.0,176,1,254.55,2,1,2,212,At Risk,1,0.4783
12747.0,5,16,5061.03,5,5,5,555,Champion,0,0.0052
12748.0,1,144,22457.9,5,5,5,555,Champion,0,0.0192
12749.0,35,4,2806.48,4,4,5,445,Champion,0,0.068
12751.0,80,1,268.27,2,1,2,212,At Risk,0,0.6583
12755.0,1,10,5218.71,5,5,5,555,Champion,0,0.022
12758.0,95,5,7111.65,2,4,5,245,At Risk,1,0.5874
12759.0,22,5,3489.3,4,4,5,445,Champion,0,0.0097
12760.0,91,1,347.8,2,1,2,212,At Risk,1,0.5434
12761.0,93,2,782.95,2,2,3,223,At Risk,1,0.5336
12763.0,5,1,320.08,5,1,2,512,Potential,0,0.5704
12765.0,108,6,1404.58,2,4,4,244,At Risk,1,0.204
12766.0,2,3,3078.65,5,3,5,535,Loyal,0,0.3877
12767.0,11,1,949.82,5,1,3,513,Potential,0,0.3342
12768.0,86,1,168.69,2,1,1,211,At Risk,0,0.5711
12770.0,92,1,1895.0,2,1,4,214,At Risk,1,0.723
12771.0,121,1,282.3,2,1,2,212,At Risk,1,0.6316
12773.0,200,1,124.25,1,1,1,111,Lost,1,0.6307
12774.0,171,1,98.7,2,1,1,211,At Risk,1,0.5292
12775.0,24,2,300.08,4,2,2,422,Potential,0,0.3045
12776.0,303,1,55.5,1,1,1,111,Lost,1,0.758
12777.0,93,1,519.45,2,1,3,213,At Risk,1,0.398
12778.0,32,3,953.45,4,3,3,433,Loyal,0,0.249
12779.0,7,7,2740.91,5,5,5,555,Champion,0,0.0697
12780.0,234,1,337.4,1,1,2,112,Lost,1,0.5131
12782.0,10,6,2287.32,5,4,5,545,Champion,0,0.2558
12784.0,165,1,1230.33,2,1,4,214,At Risk,1,0.6322
12785.0,171,2,788.45,2,2,3,223,At Risk,1,0.5336
12786.0,245,1,728.5,1,1,3,113,Lost,1,0.5071
12787.0,49,1,398.52,3,1,2,312,Potential,0,0.575
12788.0,99,4,444.9,2,4,2,242,At Risk,1,0.2248
12789.0,148,2,181.5,2,2,1,221,At Risk,1,0.6724
12790.0,46,1,266.93,3,1,2,312,Potential,0,0.7205
12791.0,9,6,863.51,5,4,3,543,Champion,0,0.0863
12792.0,170,1,426.47,2,1,2,212,At Risk,1,0.5097
12793.0,7,2,471.85,5,2,2,522,Potential,0,0.427
12796.0,264,1,381.0,1,1,2,112,Lost,1,0.611
12797.0,1,2,552.08,5,2,3,523,Potential,0,0.3571
12798.0,57,1,1533.89,3,1,4,314,Potential,0,0.8445
12799.0,165,1,219.35,2,1,1,211,At Risk,1,0.5821
12800.0,106,3,584.25,2,3,3,233,At Risk,1,0.4243
12801.0,136,1,1071.82,2,1,4,214,At Risk,1,0.3021
12802.0,78,6,1988.84,2,4,4,244,At Risk,0,0.3685
12803.0,29,1,1092.81,4,1,4,414,Potential,0,0.3084
12804.0,101,2,325.37,2,2,2,222,At Risk,1,0.2388
12805.0,17,4,1434.95,4,4,4,444,Champion,0,0.141
12806.0,71,4,2878.96,3,4,5,345,Loyal,0,0.1686
12807.0,19,1,330.35,4,1,2,412,Potential,0,0.4544
12808.0,4,3,422.45,5,3,2,532,Loyal,0,0.2275
12809.0,201,2,1266.63,1,2,4,124,Lost,1,0.1707
12810.0,170,2,534.99,2,2,3,223,At Risk,1,0.1794
12811.0,14,2,519.05,5,2,3,523,Potential,0,0.2329
12813.0,137,3,1687.8,2,3,4,234,At Risk,1,0.1305
12817.0,35,2,524.94,4,2,3,423,Potential,0,0.2329
12819.0,94,1,540.52,2,1,3,213,At Risk,1,0.4416
12820.0,33,7,1747.18,4,5,4,454,Champion,0,0.0386
12821.0,247,1,128.08,1,1,1,111,Lost,1,0.619
12823.0,30,13,4742.0,4,5,5,455,Champion,0,0.0285
12825.0,157,2,518.63,2,2,3,223,At Risk,1,0.2329
12826.0,1,6,1481.03,5,4,4,544,Champion,0,0.0531
12829.0,186,1,92.3,1,1,1,111,Lost,1,0.5734
12831.0,99,2,236.06,2,2,1,221,At Risk,1,0.4014
12835.0,63,41,5996.83,3,5,5,355,Loyal,0,0.0038
12836.0,25,11,3949.37,4,5,5,455,Champion,0,0.0014
12837.0,205,1,528.56,1,1,3,113,Lost,1,0.289
12838.0,9,9,2694.75,5,5,5,555,Champion,0,0.0044
12839.0,3,13,4480.31,5,5,5,555,Champion,0,0.2085
12840.0,73,3,1315.2,2,3,4,234,At Risk,0,0.0926
12841.0,5,17,3472.61,5,5,5,555,Champion,0,0.0057
12842.0,40,2,799.0,3,2,3,323,Potential,0,0.5259
12843.0,18,22,4881.1,4,5,5,455,Champion,0,0.104
12844.0,78,2,322.64,2,2,2,222,At Risk,0,0.4751
12846.0,318,1,15.58,1,1,1,111,Lost,1,0.8372
12847.0,23,1,765.36,4,1,3,413,Potential,0,0.4858
12848.0,311,1,208.0,1,1,1,111,Lost,1,0.4791
12849.0,17,4,2032.18,4,4,4,444,Champion,0,0.0578
12850.0,81,1,330.0,2,1,2,212,At Risk,0,0.4544
12851.0,113,1,148.95,2,1,1,211,At Risk,1,0.5873
12853.0,63,5,1950.4,3,4,4,344,Loyal,0,0.196
12854.0,197,4,1654.72,1,4,4,144,Lost,1,0.5885
12855.0,8,4,612.84,5,4,3,543,Champion,0,0.1829
12857.0,72,4,2581.6,2,4,5,245,At Risk,0,0.0299
12858.0,19,1,147.27,4,1,1,411,Potential,0,0.5873
12859.0,94,1,575.1,2,1,3,213,At Risk,1,0.69
12860.0,329,1,54.22,1,1,1,111,Lost,1,0.758
12861.0,255,1,68.25,1,1,1,111,Lost,1,0.346
12862.0,61,2,984.62,3,2,3,323,Potential,0,0.3238
12863.0,15,5,2271.35,5,4,5,545,Champion,0,0.2007
12864.0,144,1,152.45,2,1,1,211,At Risk,1,0.6612
12865.0,14,2,1755.24,5,2,4,524,Potential,0,0.1094
12866.0,110,2,668.23,2,2,3,223,At Risk,1,0.2292
12867.0,33,6,3819.92,4,4,5,445,Champion,0,0.0028
12868.0,9,3,640.0,5,3,3,533,Loyal,0,0.3136
12869.0,317,1,337.67,1,1,2,112,Lost,1,0.5131
12870.0,11,3,1676.95,5,3,4,534,Loyal,0,0.2945
12871.0,75,1,363.38,2,1,2,212,At Risk,0,0.4786
12872.0,1,11,3062.52,5,5,5,555,Champion,0,0.0037
12873.0,33,2,1653.3,4,2,4,424,Potential,0,0.2696
12874.0,21,2,948.42,4,2,3,423,Potential,0,0.2285
12875.0,107,3,1013.76,2,3,4,234,At Risk,1,0.2331
12876.0,30,2,1863.77,4,2,4,424,Potential,0,0.1532
12877.0,37,8,1406.37,3,5,4,354,Loyal,0,0.2344
12880.0,17,2,640.13,4,2,3,423,Potential,0,0.2851
12887.0,19,1,222.4,4,1,1,411,Potential,0,0.5687
12889.0,17,4,385.46,4,4,2,442,Champion,0,0.2861
12890.0,23,1,329.3,4,1,2,412,Potential,0,0.4544
12891.0,94,8,509.5,2,5,3,253,At Risk,1,0.6317
12892.0,32,1,263.38,4,1,2,412,Potential,0,0.3519
12894.0,211,1,157.35,1,1,1,111,Lost,1,0.6612
12897.0,17,2,297.75,4,2,2,422,Potential,0,0.3307
12898.0,99,2,296.21,2,2,2,222,At Risk,1,0.3307
12899.0,49,1,366.4,3,1,2,312,Potential,0,0.4786
12900.0,58,1,340.33,3,1,2,312,Potential,0,0.5131
12903.0,64,1,833.53,3,1,3,313,Potential,0,0.2591
12905.0,212,2,1018.42,1,2,4,124,Lost,1,0.2588
12907.0,31,2,508.91,4,2,3,423,Potential,0,0.2435
12908.0,16,3,1026.0,4,3,4,434,Loyal,0,0.1495
12909.0,60,3,924.52,3,3,3,333,Loyal,0,0.4064
12910.0,15,5,2721.48,5,4,5,545,Champion,0,0.1539
12911.0,187,1,1651.72,1,1,4,114,Lost,1,0.842
12913.0,4,9,4217.23,5,5,5,555,Champion,0,0.0361
12914.0,36,1,223.98,4,1,1,411,Potential,0,0.5687
12915.0,8,3,811.1,5,3,3,533,Loyal,0,0.3519
12916.0,78,3,1534.78,2,3,4,234,At Risk,0,0.407
12917.0,36,5,3765.2,4,4,5,445,Champion,0,0.019
12918.0,262,1,10953.5,1,1,5,115,Lost,1,0.8439
12920.0,207,3,323.86,1,3,2,132,Lost,1,0.7003
12921.0,2,39,19333.95,5,5,5,555,Champion,0,0.0192
12923.0,26,2,597.6,4,2,3,423,Potential,0,0.529
12924.0,29,8,1535.7,4,5,4,454,Champion,0,0.05
12925.0,228,1,35.28,1,1,1,111,Lost,1,0.758
12926.0,47,4,1523.97,3,4,4,344,Loyal,0,0.2143
12927.0,30,1,197.31,4,1,1,411,Potential,0,0.5484
12928.0,14,7,2242.19,5,5,5,555,Champion,0,0.0604
12931.0,16,42,50291.38,4,5,5,455,Champion,0,0.0192
12932.0,175,8,1698.56,2,5,4,254,At Risk,1,0.1362
12933.0,16,5,1029.1,4,4,4,444,Champion,0,0.1763
12934.0,372,1,181.65,1,1,1,111,Lost,1,0.6215
12935.0,11,8,2083.16,5,5,4,554,Champion,0,0.0162
12937.0,99,5,1593.34,2,4,4,244,At Risk,1,0.3782
12939.0,15,12,13683.0,5,5,5,555,Champion,0,0.0002
12941.0,360,1,377.49,1,1,2,112,Lost,1,0.611
12942.0,1,1,258.75,5,1,2,512,Potential,0,0.4525
12943.0,194,2,496.5,1,2,2,122,Lost,1,0.2795
12945.0,292,1,437.16,1,1,2,112,Lost,1,0.4133
12946.0,72,1,324.45,2,1,2,212,At Risk,0,0.6813
12947.0,9,1,304.04,5,1,2,512,Potential,0,0.4817
12948.0,366,2,252.48,1,2,2,122,Lost,1,0.6731
12949.0,18,14,11359.48,4,5,5,455,Champion,0,0.0002
12951.0,22,9,2149.65,4,5,5,455,Champion,0,0.0107
12953.0,158,1,498.96,2,1,3,213,At Risk,1,0.6134
12954.0,274,1,162.45,1,1,1,111,Lost,1,0.6393
12956.0,320,3,413.82,1,3,2,132,Lost,1,0.2275
12957.0,177,5,4689.43,1,4,5,145,Lost,1,0.0082
12958.0,36,2,467.34,4,2,2,422,Potential,0,0.3279
12959.0,120,1,150.95,2,1,1,211,At Risk,1,0.6612
12960.0,49,4,1322.07,3,4,4,344,Loyal,0,0.094
12961.0,15,1,211.99,5,1,1,511,Potential,0,0.5196
12963.0,1,5,1744.96,5,4,4,544,Champion,0,0.0634
12964.0,73,1,132.24,2,1,1,211,At Risk,0,0.8276
12967.0,7,2,2646.02,5,2,5,525,Potential,0,0.486
12969.0,238,1,122.45,1,1,1,111,Lost,1,0.6307
12970.0,16,6,1048.13,4,4,4,444,Champion,0,0.0823
12971.0,2,33,4782.88,5,5,5,555,Champion,0,0.0168
12972.0,49,4,1161.2,3,4,4,344,Loyal,0,0.1686
12973.0,49,1,385.55,3,1,2,312,Potential,0,0.8389
12974.0,201,1,264.15,1,1,2,112,Lost,1,0.7205
12975.0,72,6,2100.09,2,4,4,244,At Risk,0,0.029
12976.0,14,7,2417.78,5,5,5,555,Champion,0,0.0057
12977.0,137,3,474.64,2,3,2,232,At Risk,1,0.2955
12978.0,21,5,2502.82,4,4,5,445,Champion,0,0.0723
12979.0,365,1,517.7,1,1,3,113,Lost,1,0.398
12980.0,22,12,8870.88,4,5,5,455,Champion,0,0.0005
12982.0,30,7,2354.27,4,5,5,455,Champion,0,0.0667
12983.0,234,1,490.08,1,1,2,112,Lost,1,0.5363
